Start Date,End Date,Minimum Value,Maximum Value,Absolute Maximum Value,Range,25th Percentile,50th Percentile (Median),75th Percentile,Normalized Displacement (50% Threshold),Normalized Displacement (80% Threshold),[AI] Max Probability,[AI] Percent Above 50%,[AI] Percent Above 80%,Accuracy (50% Threshold),Recall (50% Threshold),Precision (50% Threshold),Accuracy (80% Threshold),Recall (80% Threshold),Precision (80% Threshold)
2024-09-07,2024-10-29,-0.2531017,0.8823287,0.8823287,1.1354303,-0.011896861484274268,0.0001897323745652102,0.008662378648295999,nan,nan,36.18355393409729,0.0,0.0,0.7609994844498466,0.0,nan,0.7609994844498466,0.0,nan
2024-08-22,2024-12-12,-0.24141128,0.9270324,0.9270324,1.1684437,-0.031112118624150753,-0.015259841457009315,-0.0025234915665350854,nan,nan,34.183526039123535,0.0,0.0,0.768384554118261,0.0,nan,0.768384554118261,0.0,nan
2024-08-14,2024-10-29,-0.20420805,0.8748175,0.8748175,1.0790255,-0.007800677209161222,0.010572870261967182,0.018888571299612522,nan,nan,36.89803183078766,0.0,0.0,0.7653425917824636,0.0,nan,0.7653425917824636,0.0,nan
2024-12-12,2024-12-24,-0.17376181,0.34190452,0.34190452,0.51566637,-0.04262079484760761,-0.021749183535575867,-0.014009496662765741,-0.027207209,-0.010104408,96.964430809021,3.138331793992171,1.6504623521132955,0.7273503815367023,0.055159813185949924,0.4766357186651485,0.7282464979988564,0.029379119500680406,0.4827205729275097
2024-08-22,2024-10-09,-0.1473128,0.9260139,0.9260139,1.0733267,0.061766840517520905,0.08091117441654205,0.09653082862496376,nan,nan,44.45443451404572,0.0,0.0,0.7665890802230095,0.0,nan,0.7665890802230095,0.0,nan
2024-05-18,2024-10-17,-0.14383715,0.8914187,0.8914187,1.0352559,0.02456565946340561,0.06330044567584991,0.10266198962926865,0.044736784,nan,77.76147723197937,1.2126980610952287,0.0,0.7789523961152682,0.027313760559806798,0.4977453050973229,0.779007081398005,0.0,nan
2024-08-14,2024-08-22,-0.14019002,0.16432081,0.16432081,0.30451083,0.0028978261980228126,0.018326747231185436,0.03097584843635559,0.19186036,0.2442594,80.6388258934021,1.847182562723872,0.0371186391246364,0.7336267031489863,0.03454541381567648,0.4980264102196067,0.7336943120988204,0.0006869755899651783,0.4928571428571429
2024-10-25,2024-12-24,-0.14438094,0.39239335,0.39239335,0.5367743,-0.0287629384547472,0.006003911141306162,0.03011897671967745,0.09829684,0.13725656,96.96566462516785,3.867865399434884,2.1448411679082118,0.7497929617261752,0.07384223033675302,0.47380724683880565,0.7508800410994092,0.04131924606624659,0.47810743484925905
2024-07-21,2024-10-17,-0.19050008,0.8634358,0.8634358,1.0539359,0.004555979277938604,0.0407605916261673,0.07524247467517853,nan,nan,34.18354392051697,0.0,0.0,0.768679852727117,0.0,nan,0.768679852727117,0.0,nan
2024-10-05,2024-11-06,-0.11339764,0.095262535,0.11339764,0.20866019,-0.04499227460473776,-0.018984157592058182,0.0026695654378272593,nan,nan,36.8310272693634,0.0,0.0,0.7545555418928335,0.0,nan,0.7545555418928335,0.0,nan
